cohort,age_months,rate_mmcfd,floor
2024,3,3.091767402632489,1.0
2024,4,2.8510314053571433,1.0
2024,5,2.604531273311828,1.0
2024,6,2.370911242333334,1.0
2024,7,2.1890069042857143,1.0
2024,8,2.130159920322581,1.0
2024,9,1.9999451011002307,1.0
2024,10,1.8538488381624425,1.0
2024,11,1.7245724894623657,1.0
2024,12,1.6315391400000003,1.0
2024,13,1.5463262878118282,1.0
2024,14,1.4991659741935486,1.0
2024,15,1.4187832616182798,1.0
2024,16,1.3772163408064517,1.0
2024,17,1.3613892795591398,1.0
2024,18,1.2914585790000002,1.0
2024,19,1.2041515271290324,1.0
2024,20,1.1867447975806453,1.0
2024,21,1.1515440159677421,1.0
2024,22,1.0756377535368666,1.0
2024,23,1.0474928598333335,1.0
2024,24,1.0019284885714286,1.0
2025,0,0.6437281231666667,1.0
2025,1,2.448675730645162,1.0
2025,2,2.9028683400000004,1.0
2025,3,2.71854838967742,1.0
2025,4,2.5422596856451616,1.0
2025,5,2.3971660401309527,1.0
2025,6,2.1543106183870973,1.0
2025,7,2.0555616850864062,1.0
2025,8,1.895981689247312,1.0
2025,9,1.6830302509677422,1.0
2025,10,1.6327922422580647,1.0
2025,11,1.426768533702381,1.0
2025,12,1.3813591728172043,1.0
2025,13,1.2586690699139786,1.0
2025,14,1.1231213783870968,1.0
2025,15,1.1567918563333337,1.0
2025,16,1.2225132724892478,1.0
2025,17,1.1488460488333334,1.0
2026,0,1.0386305517857144,1.0
2026,1,2.9081949739166673,1.0
2026,2,2.717952216784947,1.0
2026,3,2.9356768354838714,1.0
2026,4,2.878261968387097,1.0
2026,5,2.6841526313333333,1.0
2022,0,0.774417195483871,1.5
2022,1,2.610155044354839,1.5
2022,2,3.285324642360215,1.5
2022,3,2.957017546666667,1.5
2022,4,2.678887703209678,1.5
2022,5,2.4682620986666675,1.5
2022,6,2.3159608096774194,1.5
2022,7,2.137678533870968,1.5
2022,8,1.9927743454838713,1.5
2022,9,1.8497498104838712,1.5
2022,10,1.7224419443894012,1.5
2022,11,1.5908095193333336,1.5
2022,12,1.4878880538709678,1.5
2022,13,1.4422067806451615,1.5
2022,14,1.3383132116129035,1.5
2022,15,1.2892143867741936,1.5
2022,16,1.2504935270000002,1.5
2022,17,1.2327874670689658,1.5
2022,18,1.1691601196551726,1.5
2022,19,1.1285400963333336,1.5
2022,20,1.086397887666667,1.5
2022,21,1.0601716489655175,1.5
2022,22,1.0369421185483874,1.5
2022,23,0.9925709067741936,1.5
2022,24,0.9729769441935485,1.5
2023,0,0.8427891127795699,1.5
2023,1,2.992180355483871,1.5
2023,2,3.5226982841935492,1.5
2023,3,3.1785090666989255,1.5
2023,4,2.8296491953333334,1.5
2023,5,2.5784439626666673,1.5
2023,6,2.3440720703333335,1.5
2023,7,2.176946987547275,1.5
2023,8,2.0418010220107528,1.5
2023,9,1.9002156559677421,1.5
2023,10,1.8106188445161293,1.5
2023,11,1.692044992666667,1.5
2023,12,1.6271532820967742,1.5
2023,13,1.5454168393548386,1.5
2023,14,1.4831034816129034,1.5
2023,15,1.4201939509784949,1.5
2023,16,1.374197503548387,1.5
2023,17,1.2861385903225808,1.5
2023,18,1.248362032607143,1.5
2023,19,1.2157674053333336,1.5
2023,20,1.1381586054838713,1.5
2023,21,1.1205354310000002,1.5
2023,22,1.0589701373333336,1.5
2023,23,1.0162089720967744,1.5
2023,24,1.0063512343333334,1.5
2024,0,0.9547146482758622,1.5
2024,1,3.1193702346774197,1.5
2024,2,3.8570658380806457,1.5
2024,3,3.6042414725288023,1.5
2024,4,3.314402310666667,1.5
2024,5,3.0473054630000003,1.5
2024,6,2.755712364827957,1.5
2024,7,2.5823019987096782,1.5
2024,8,2.4354225468605994,1.5
2024,9,2.242597368387097,1.5
2024,10,2.0976931800000003,1.5
2024,11,1.927123179,1.5
